danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,duration_ms,time_signature,track_name,artist_name,release_date,release_date_num,track_popularity,album_name,artist_id,total_tracks,track_number,tracks_external_id
0.68,0.68,0.00,-5.16,0.00,0.17,0.68,0.00,0.12,0.63,90.02,58gyNs0r4tsHREGWEy5ug8,247415,4,Моя,Ара Мартиросян,2019-03-10,43534,19,Моя,0OzU850v3KEksmQkPX5ob2,1,1,QM4TX1959936
0.39,0.38,9.00,-10.64,0.00,0.05,0.27,0.00,0.08,0.47,180.04,7sRhwHSUYgbxwqT8d74Hzp,254633,4,Voch Avel Voch Pakas,Erik Karapetyan,2019-03-09,43533,17,Voch Avel Voch Pakas,78bZBh508zK5XF6nE57iKf,1,1,TCAED1925867
0.64,0.61,4.00,-6.25,0.00,0.03,0.62,0.00,0.17,0.43,138.01,50BgWYFsI3vpDNOoj7gBcU,249892,4,Родители,Азамат Беков,2019-03-06,43530,0,Родители,54silbizVIRxE1T7TSnYgz,1,1,FR10S1970021
0.55,0.62,9.00,-8.46,0.00,0.04,0.52,0.00,0.07,0.72,79.03,7lAOGI6AaUlImPCIuwfrqk,253990,4,Deda,Торнике Квитатиани,2019-03-05,43529,1,Deda,5ieMNwfPkQf96zIOW6LPPn,1,1,FR10S1973972
0.60,0.82,6.00,-4.19,0.00,0.06,0.35,0.00,0.18,0.82,76.13,0JaztUZYy5z0NTneMRcEiZ,202448,4,Зэныбжьэгъуищ,Черим Нахушев,2019-03-01,43525,14,Зэныбжьэгъуищ,75Km0gTiyBrny6xcQe9I3f,1,1,QM4TX1936719
0.71,0.94,0.00,-5.91,0.00,0.05,0.29,0.00,0.07,0.85,97.00,5H81oK4vgZWwKFehWOtjKX,197247,4,"Мама, не ругай",Лилия Шаулухова,2019-02-26,43522,1,"Мама, не ругай",43xsdL1BZt1Lmu3aQNtKKS,1,1,FR10S1963815
0.71,0.88,4.00,-6.88,0.00,0.06,0.12,0.00,0.08,0.87,120.02,2cFSicw6kpmLGCjQ2FKsqr,333918,4,Королева моя,Макка Межиева,2019-02-21,43517,14,Королева моя,2ZpbvFS1nGvsPMs5CWQGK2,14,4,FR10S1931753
0.47,0.99,0.00,-2.70,1.00,0.41,0.32,0.00,0.13,0.47,121.99,0d6aUNFvAVB4T62JJqxGZw,368960,4,Айъа той - Свадьба,Макка Межиева,2019-02-21,43517,0,Королева моя,2ZpbvFS1nGvsPMs5CWQGK2,14,12,FR10S1931737
0.76,0.86,0.00,-3.68,1.00,0.07,0.01,0.00,0.15,0.78,114.99,5KxssWCmu3f6Afyi69Hi1n,242217,4,Для тебя,Вито Ягмуров,2019-02-15,43511,0,Для тебя,0WBZHtoeu9mtYDBuhOC7Wn,1,1,QM4TW1954975
0.64,0.99,11.00,-2.02,0.00,0.35,0.35,0.00,0.15,0.52,100.03,6JX47D6uIPEChLoOxxZz45,202867,4,"Кел ариучугъум - Приди, красивая",Мурат Токов,2019-02-12,43508,1,Джашна Къарачай,68KaKKdcRCC2Wi9vhhc7CE,11,2,FR10S1945193
0.58,0.88,7.00,-6.03,1.00,0.23,0.30,0.00,0.13,0.76,184.24,2ohjLNPqiXRI5TegQse17r,211163,3,Армяне москвы,Гагик Езакян,2019-02-08,43504,1,Армяне москвы,11tNgR4N0qYzuRgYT9IF7f,1,1,TCAEC1904244
0.68,0.87,0.00,-7.51,0.00,0.13,0.06,0.00,0.06,0.69,110.02,3FtJ0WiEXeQECMc20wMwBW,207334,4,Парень-джигит,Илона Кесаева,2019-02-01,43497,0,Осетинские песни,6n4QP9jpJIqnch25GpXqLf,7,4,FR59R1686886
0.75,0.65,11.00,-7.52,0.00,0.04,0.64,0.00,0.31,0.93,89.96,3Qi3ERPmHdCa2dFu6iSTRS,244663,4,Амонджин бонта - Счастливые дни,Илона Кесаева,2019-02-01,43497,0,Осетинские песни,6n4QP9jpJIqnch25GpXqLf,7,1,FR59R1686884
0.80,0.61,4.00,-6.26,0.00,0.06,0.34,0.00,0.58,0.44,92.99,0wcYWkaxvAKPTtbClCqEwc,191033,4,Зардай-зардама - Из сердца в сердце,Лана Шавлохова,2019-01-31,43496,0,Зардай-зардама (Из сердца в сердце),5Z8kNVgkfawHGbtRzJgSWf,1,1,FR10S1926153
0.72,0.94,5.00,-5.84,0.00,0.11,0.23,0.00,0.14,0.67,108.03,2j9EMa8Fpw0oWqf4DX3ELF,217778,4,Самба,Batrai,2019-01-29,43494,9,Самба,5JmDBqUuXToPsL662cAAd0,1,1,SMRUS0057887
0.69,0.89,11.00,-2.17,0.00,0.11,0.18,0.00,0.68,0.73,95.04,2TrdlYVlk5qbrMmlUQX0v1,185526,4,Твои карие глаза,Тимур Лехов,2019-01-25,43490,1,Твои карие глаза,5k3UIJzzDLGq2POuli3Eqq,1,1,FR10S1920055
0.44,0.87,8.00,-3.67,0.00,0.08,0.66,0.00,0.07,0.48,98.80,3436IkFB8ARUuOs42YSUzh,292754,3,Если духом ты слаб,Тимур Муцураев,2019-01-25,43490,18,"Избранное, Часть 1",2gpg8gZUAYGGVIKBSVbjX6,15,9,RUA1D1900913
0.70,0.81,9.00,-3.49,0.00,0.05,0.00,0.00,0.07,0.72,128.05,3kh5UHNoaKjbBZRZGhYjnv,236250,4,Прости-прощай,Умалав Кебедов,2019-01-25,43490,0,Аккорд души,0rCiReF6L0JwDeM6L5uIk0,8,2,QM4TW1943814
0.40,0.59,10.00,-7.97,0.00,0.04,0.84,0.00,0.12,0.71,172.06,0Wt05HLUlS1SxHUVOOd8ka,273502,3,Друзьям,Умалав Кебедов,2019-01-25,43490,1,Бумажный кораблик,0rCiReF6L0JwDeM6L5uIk0,10,5,QM4TW1943678
0.66,0.96,11.00,-4.04,0.00,0.07,0.04,0.00,0.10,0.86,101.29,6aPjU7KGDSrwCphECtDKT4,248947,3,Столица,Умалав Кебедов,2019-01-25,43490,0,Музыка моей столицы,0rCiReF6L0JwDeM6L5uIk0,9,7,QM4TW1943795
0.75,0.92,7.00,-3.42,0.00,0.05,0.20,0.00,0.08,0.69,120.04,3H9ROtJImEamUYKqCV0f1h,245000,4,Цыганочка,Рустам Нахушев,2019-01-21,43486,20,Цыганочка,69GoMeyAOU01IqkeunBiUV,1,1,FR10S1919708
0.78,0.68,6.00,-6.70,0.00,0.05,0.08,0.02,0.15,0.56,94.98,0BMaOjD2a0BspQMZpzFBvs,295579,4,Ты мой сон,Khalif,2018-12-28,43462,11,Ты мой сон,2odQIN7zfNCbhvhZdP1Vx3,1,1,FRX201855419
0.67,0.62,0.00,-6.96,0.00,0.03,0.05,0.00,0.16,0.36,129.97,7J5dMvOowNDdmUQu1itctx,268385,4,Ана дауай - Без тебя,Илона Кесаева,2018-12-28,43462,1,Ана дауай (Без тебя),6n4QP9jpJIqnch25GpXqLf,1,1,FRX201857381
0.69,0.73,2.00,-5.83,1.00,0.04,0.18,0.01,0.30,0.48,96.01,5wdWxLy2TnQ9tw9wu9phsV,236931,4,Ты с другим,ЭGO,2018-12-28,43462,28,Ты с другим,6z0RqMOlBhJ1zgjcN5bw6d,1,1,FRX201858468
0.70,0.94,5.00,-3.75,0.00,0.07,0.34,0.00,0.33,0.78,112.97,1lgh78KYSLNHtFe0vm1nSL,208104,4,Кель-кель,Алика Богатырёва,2018-12-24,43458,0,Кель-кель,2pFdfh6z4fOL1szKPzu7Vy,1,1,FRX201855380
0.76,0.88,1.00,-3.72,0.00,0.06,0.03,0.00,0.06,0.43,94.97,0VEMlDWC27MeEHDyeVBXls,244427,4,Доза счастья,Bzhambeev,2018-12-20,43454,1,Доза счастья,6UyakMFz0HJ7jl24J5E71K,2,1,FRX201848490
0.54,0.78,8.00,-5.81,1.00,0.09,0.19,0.00,0.12,0.83,180.00,05EGfB7guJj614YWDuKEPV,264150,3,"Я грузин, ты армянин",Элиза,2018-12-18,43452,0,Да будет праздник!,0Sw5e6Z1jSdg64A4pBSYuI,14,4,FRX201825127
0.73,0.85,10.00,-4.15,0.00,0.09,0.09,0.00,0.31,0.58,97.99,7nQESobTK7xjdFVk64x1t5,275510,4,Не уходи,Роберт Каракетов,2018-12-17,43451,3,Не уходи,2OZtsbiACIRqlqTr0Z2acQ,1,1,FRX201848592
0.80,0.82,6.00,-6.51,0.00,0.04,0.17,0.00,0.35,0.67,93.05,2mKECl9XzexuijCl1ilPim,314920,4,Мила ву те дагна езнарг,Рамзан Абумуслимов,2018-12-16,43450,1,Чеченские хиты 2018,3Y13RrN3q5tBqUQ6zB5Kyp,25,16,GBLPF0218309
0.70,0.85,1.00,-4.49,1.00,0.18,0.01,0.00,0.81,0.27,130.00,06cXIh67GveR1CEHVr2p7N,252017,4,Джихаду Усмаеву,Увайс Шарипов,2018-12-15,43449,3,Нохчи Илли 2018,0PoA7wrrRy1q95VYnZlrWz,42,7,GBLPF0218101
0.84,0.89,1.00,-4.01,1.00,0.07,0.13,0.00,0.09,0.83,99.98,5PlC6nMXihO2ucH9FqgTu7,226262,4,Ты одна,Ара Мартиросян,2018-12-12,43446,8,Ты одна,0OzU850v3KEksmQkPX5ob2,1,1,QM7281866217
0.76,0.80,1.00,-6.64,1.00,0.03,0.04,0.00,0.10,0.40,112.00,5QdKXl3VAWKaxLFuS8Ke7e,212143,4,Не рви гитара душу,A-Sen ft. ЭGO,2018-12-03,43437,39,Не рви гитара душу,0iTlKvztcWwRQInSqB7kvv,1,1,RUA3R1829097
0.66,0.89,9.00,-4.53,0.00,0.04,0.00,0.00,0.08,0.57,108.03,3DojTewAVA7GjPJHb4SJVz,268611,4,Родная мать,Роберт Каракетов,2018-12-03,43437,2,Родная мать,2OZtsbiACIRqlqTr0Z2acQ,1,1,FRX201827149
0.54,0.98,4.00,-4.11,0.00,0.20,0.22,0.00,0.10,0.82,219.90,0jdwjqN7rCWRzun74sxFNK,239020,4,Моё вдохновение,Зайнаб Махаева,2018-12-01,43435,1,Райская птица,6CXqhZa9OJluRDvTOxJrls,12,2,QM7281840041
0.74,0.88,10.00,-4.36,0.00,0.11,0.17,0.00,0.34,0.86,129.99,2KmEO1NUZtkyEn3xCt0ICH,315690,4,Мой ангел - Cover Serdar Ortaç,Зайнаб Махаева,2018-12-01,43435,0,Райская птица,6CXqhZa9OJluRDvTOxJrls,12,4,QM7281840043
0.61,0.96,8.00,-1.85,0.00,0.16,0.00,0.00,0.04,0.71,114.11,0ikKDRD8ATutImF5CdBork,231579,4,Глаза твои,Хасбулат Рахманов,2018-11-30,43434,0,Глаза твои,5uzJhvnoXNARehwwNi0DwA,1,1,QM7281830000
0.71,0.94,1.00,-4.46,0.00,0.15,0.01,0.00,0.07,0.54,121.90,0zp826UYZh7ERXhjYTCCUB,258689,4,Любимая,Лина и Руслан Яриковы,2018-11-29,43433,0,Любимая,6LalAyRJFqRzJMnFmxEtmO,1,1,FRX201822149
0.71,0.87,4.00,-4.24,0.00,0.04,0.51,0.00,0.33,0.73,79.98,5u2EBbxrgpC6BjkS0zmhfM,223090,4,Берегите мам,Рейсан Магомедкеримов,2018-11-27,43431,1,О чём грустят её глаза,7gk8pVJvMK6zhWFlsgx3Xn,10,7,FRX201822156
0.70,0.83,7.00,-4.51,0.00,0.04,0.07,0.00,0.07,0.91,111.99,2KZTy1nf4snkiQqE3ScQ5G,191914,4,О чём грустят её глаза,Рейсан Магомедкеримов,2018-11-27,43431,2,О чём грустят её глаза,7gk8pVJvMK6zhWFlsgx3Xn,10,5,FRX201822154
0.69,0.96,11.00,-5.30,1.00,0.19,0.14,0.00,0.04,0.91,120.06,7D6YeRYqJxLAaDkZGEH8xv,162743,3,К1орни,Разные исполнители,2018-11-25,43429,1,Чеченский сборник 2018,0LyfQWJT6nXafLPZqxe9Of,24,3,GBLPF0216381
0.70,0.93,5.00,-4.88,0.00,0.06,0.58,0.00,0.26,0.76,134.04,39q4o60J5y5dNwVz0UfV0Q,214256,4,Лорса и Лида,Разные исполнители,2018-11-25,43429,10,Чеченский сборник 2018,0LyfQWJT6nXafLPZqxe9Of,24,5,GBLPF0216383
0.75,1.00,9.00,-2.02,0.00,0.27,0.13,0.00,0.38,0.59,122.09,2jzQMtC6zDnPgGTYaIgmDe,216334,4,Только ты любимый,Разные исполнители,2018-11-25,43429,2,Чеченский сборник 2018,0LyfQWJT6nXafLPZqxe9Of,24,15,GBLPF0216393
0.84,0.43,8.00,-17.57,1.00,0.09,0.13,0.00,0.08,0.54,124.90,7MgAnVQROfPTt9wup3EiKo,297221,4,Не женюсь,Радмир Текеев,2018-11-19,43423,19,Воровка моего сердца,0B9zB10aSCxNHQbe8nuAix,36,34,GBLPF0215894
0.81,0.87,0.00,-7.66,0.00,0.20,0.08,0.00,0.17,0.91,114.99,6ZNVcTgXVX4Ns3BKWQyBPF,212925,4,Каблучками тук тук,Радмир Текеев,2018-11-19,43423,12,Воровка моего сердца,0B9zB10aSCxNHQbe8nuAix,36,12,GBLPF0215872
0.64,0.64,9.00,-11.77,0.00,0.04,0.31,0.00,0.43,0.76,74.99,5nLKIQ0xz5y4r0XNGeGsK6,193646,4,Ночь,Радмир Текеев,2018-11-19,43423,0,Воровка моего сердца,0B9zB10aSCxNHQbe8nuAix,36,24,GBLPF0215884
0.80,0.95,0.00,-3.01,0.00,0.04,0.18,0.00,0.28,0.56,120.06,7oDxMlBDyQOVzX2NQlJ8Ub,204500,4,Парень в погонах,Амирина,2018-11-09,43413,0,Парень в погонах,5DiKRa09GoaUq6ZA2NbK4p,1,1,FR96X1887675
0.71,0.95,10.00,-2.69,0.00,0.04,0.14,0.00,0.08,0.31,115.03,1u17dE5gyphatUuajAAxR9,212234,4,Цени друзей,Ислам Итляшев,2018-11-08,43412,23,Цени друзей,10wTWA8McVIsmD0IRxYgoC,1,1,FR96X1887678
0.55,0.84,5.00,-5.80,0.00,0.06,0.06,0.00,0.06,0.96,195.96,7C8dtajusi4jg8mwGcCKAG,220781,4,Дерзкая,Роберт Каракетов,2018-10-29,43402,2,Дерзкая,2OZtsbiACIRqlqTr0Z2acQ,1,1,FR96X1875524
0.79,0.87,9.00,-6.04,0.00,0.15,0.04,0.10,0.30,0.93,125.03,313DQj8FJzbf4BrA0HvZ3v,338024,4,Сан дог ахьа ловза де,Турпал Абдулкеримов,2018-10-26,43399,0,Мадина,1Q1F7ZFgdLBopNStUaxsC5,12,7,AEA0D1887889
0.92,0.80,2.00,-5.83,0.00,0.22,0.14,0.00,0.29,0.96,120.01,4u1ZOhEVwh9xTmac5WTHlA,120111,4,Хеда и Идрис,Турпал Абдулкеримов,2018-10-26,43399,1,Мадина,1Q1F7ZFgdLBopNStUaxsC5,12,5,AEA0D1887887
0.92,0.78,9.00,-5.83,0.00,0.04,0.10,0.00,0.32,0.90,119.95,6EQ4IgfM9E6xprpRfSsSs8,168072,4,Баркалла цу хьа нанна,Турпал Абдулкеримов,2018-10-26,43399,0,Хьоменаг,1Q1F7ZFgdLBopNStUaxsC5,19,11,AEA0D1887840
0.81,0.63,9.00,-5.28,0.00,0.27,0.08,0.00,0.04,0.85,173.98,3dEMHY7wasBFezObgTbT6i,225671,4,"Дай, дай",ЭGO,2018-10-08,43381,26,"Дай, дай",6z0RqMOlBhJ1zgjcN5bw6d,1,1,FR96X1843987
0.88,0.48,2.00,-7.30,0.00,0.06,0.58,0.02,0.27,0.27,102.01,4AZqsNHW3lw3MZ6P95aDX6,203529,4,Сгораем дотла,TeeMur,2018-10-07,43380,37,Сгораем дотла,41Ik3oE10ROun8mRk4ud5C,1,1,SMRUS0057661
0.76,0.91,11.00,-3.53,0.00,0.06,0.15,0.00,0.13,0.88,102.02,21vyMlp2pUOriWWY3O0wa2,275294,4,"Только я, только ты",Тимур Рахманов,2018-10-05,43378,15,"Только я, только ты",0TSowrB9pAWRUWngQ3TwEx,1,1,QM6N21858350
0.44,0.52,5.00,-7.31,0.00,0.03,0.54,0.00,0.20,0.38,76.07,0YWB3v3nKAOhfy8cfPMDWt,314527,4,Абхазия моя,Хибла Герзмава,2018-10-03,43376,2,Абхазия моя,5HyFKfE9ISfNbxcryriHsB,1,1,RUA1D1820358
0.75,0.99,9.00,-3.58,0.00,0.03,0.09,0.00,0.43,0.97,127.02,1sWgoQxkAGYZcDKKIJIcWb,296693,4,Караван,Зурида Гашокова,2018-10-03,43376,0,Крик души,7GI7KTj6lfDB3UFfOYfzgm,14,11,FR96X1843712
0.75,0.93,11.00,-5.09,0.00,0.22,0.25,0.00,0.13,0.94,92.00,7vubbgpzuzp5AP6MjaH1FU,206158,4,Как же ты могла,Аскер Кушу,2018-10-01,43374,8,Как же ты могла,5984eQ0nuAJdWN4OFCXC9P,16,1,FR96X1811852
0.82,0.78,9.00,-4.79,0.00,0.15,0.21,0.00,0.09,0.89,120.04,0R8Mkl5y5NvhLzevbD6ICa,191556,4,Тайна,Аскер Кушу,2018-10-01,43374,0,Как же ты могла,5984eQ0nuAJdWN4OFCXC9P,16,5,FR96X1811857
0.89,0.64,2.00,-9.94,1.00,0.13,0.10,0.02,0.08,0.79,108.02,5RTEdvNJ8rNOFANeEgHazK,211174,4,По углам,Аскер Кушу,2018-10-01,43374,0,Как же ты могла,5984eQ0nuAJdWN4OFCXC9P,16,10,FR96X1811863
0.46,0.73,8.00,-7.59,0.00,0.03,0.12,0.00,0.33,0.56,145.91,0blbh4UrxCl8Cl38XhMFEH,239133,4,По ресторанам,Руслан Набиев,2018-09-28,43371,26,По ресторанам,2PTBwLKpyiMbavi1k9N1A0,18,1,QM6N21854323
0.63,0.77,9.00,-5.80,0.00,0.06,0.16,0.00,0.12,0.78,180.06,3GlUn9a0QptpEgkXhQMu2q,306573,4,Поцелуями тает,Руслан Набиев,2018-09-28,43371,4,По ресторанам,2PTBwLKpyiMbavi1k9N1A0,18,14,QM6N21854336
0.53,0.78,3.00,-7.31,0.00,0.17,0.35,0.00,0.14,0.81,155.02,1tKgxcWf1MwTiRDcFh2oEA,387813,4,Фонтаны,Руслан Набиев,2018-09-28,43371,11,По ресторанам,2PTBwLKpyiMbavi1k9N1A0,18,2,QM6N21854324
0.57,0.84,5.00,-3.49,0.00,0.08,0.34,0.00,0.15,0.47,129.98,5yl74s0ML8Uk32bLLS54uZ,254769,4,Dardiani Guli,Зарина Тилидзе,2018-09-18,43361,4,Dardiani Guli,4lTeKYVkNzPng0avUiu8Po,1,1,RUA1D1819709
0.72,0.47,9.00,-14.50,1.00,0.08,0.14,0.00,0.21,0.62,98.05,3b9Pr75Ql7Hlf00VDtjkwK,198139,4,"Du, Du, Du",ЭGO,2018-09-17,43360,39,"Du, Du, Du",6z0RqMOlBhJ1zgjcN5bw6d,1,1,FR96X1801876
0.38,0.32,5.00,-9.91,0.00,0.08,0.72,0.00,0.11,0.42,184.05,4FlwkgbzUWZ1V4j6lxoxUz,249000,4,Siraharvats,Erik Karapetyan,2018-09-10,43353,15,Siraharvats,78bZBh508zK5XF6nE57iKf,1,1,TCADU1894100
0.73,0.90,5.00,-3.78,0.00,0.06,0.20,0.00,0.11,0.81,125.04,63ncJvwYZgOMXKvVymf8pJ,271644,4,Ариведерчи,Разные исполнители,2018-08-24,43336,2,Горячие летние хиты,0LyfQWJT6nXafLPZqxe9Of,23,17,FR59R1661132
0.67,0.69,1.00,-5.91,0.00,0.03,0.64,0.00,0.42,0.76,146.04,0D80Ye3v0m51ZubKnbfXGt,225019,4,Армения,Разные исполнители,2018-08-17,43329,7,"Самые сливки восточные, Ч. 2",0LyfQWJT6nXafLPZqxe9Of,29,29,FR59R1881323
0.68,0.85,4.00,-4.06,0.00,0.04,0.00,0.00,0.36,0.94,115.99,3Da9AJiYObIvuh71B1WlMO,198792,4,Армянка,Разные исполнители,2018-08-17,43329,4,"Самые сливки восточные, Ч. 2",0LyfQWJT6nXafLPZqxe9Of,29,11,FR59R1881304
0.78,0.93,2.00,-3.66,1.00,0.03,0.10,0.01,0.35,0.94,116.01,1oBZuTxFVirGDMfNFhMu9H,238060,4,Cудьба,Тимур Рахманов,2018-08-14,43326,13,Я так люблю тебя,0TSowrB9pAWRUWngQ3TwEx,11,1,QM6MZ1891974
0.65,0.95,10.00,-4.22,0.00,0.05,0.07,0.01,0.07,0.91,105.00,17HKxg6c1yvasGhII320oS,216253,4,Я схожу с ума,Тимур Рахманов,2018-08-14,43326,1,Я так люблю тебя,0TSowrB9pAWRUWngQ3TwEx,11,11,QM6MZ1891984
0.76,0.70,0.00,-8.27,0.00,0.11,0.10,0.00,0.12,0.73,95.99,1MWBArWhs9G2cUee6a82ff,238646,4,Она бомба,ЭGO,2018-08-03,43315,26,Она бомба,6z0RqMOlBhJ1zgjcN5bw6d,1,1,FR59R1860535
0.34,1.00,9.00,0.46,0.00,0.43,0.20,0.00,0.22,0.72,205.84,5syTmEcqpZsynjoTGOfOkC,235955,4,Кавказ,Дмитрий Юрков,2018-07-31,43312,0,Кавказ,2QlkCjBmXo7K24DyyAhgkx,4,1,FR59R1859000
0.64,0.96,6.00,-5.87,0.00,0.07,0.59,0.00,0.29,0.58,129.99,0E3NbYu4xaL76HzUM83HBJ,222745,4,Будь со мной,Ислам Мальсуйгенов,2018-07-20,43301,0,Будь со мной,5USczc4Ob1LFu7Xl01HDZr,7,1,FR2X41899254
0.55,0.87,5.00,-6.26,0.00,0.04,0.03,0.01,0.33,0.90,176.01,0ECSFCOi5j9l2JJnloljU5,226403,4,Вот она любовь,Амирина,2018-07-06,43287,2,Жизнь моя,5DiKRa09GoaUq6ZA2NbK4p,10,5,FR59R1816882
0.65,0.90,4.00,-2.86,0.00,0.05,0.35,0.00,0.12,0.56,84.99,0FTqSpkw9sy2ZwowbyXV4L,251350,4,Аманат,Эльдар Жаникаев,2018-07-04,43285,1,Умейте ждать свою любовь,0RHtXqLYzi3cbYGHGrYuPL,8,5,FR59R1816892
0.58,0.77,2.00,-4.93,1.00,0.04,0.01,0.00,0.16,0.74,89.97,5LIKPLkHtv7pSJgDj53vBJ,237375,4,Танцующей горянке,Эльдар Жаникаев,2018-07-04,43285,0,Умейте ждать свою любовь,0RHtXqLYzi3cbYGHGrYuPL,8,2,FR59R1816889
0.86,0.70,0.00,-6.13,0.00,0.05,0.03,0.00,0.09,0.39,100.02,5kkpbUTMTJp19LECaXH1hE,223843,4,Девочка воровка,Арам Хоренян,2018-06-25,43276,6,Девочка воровка,0ddpZ1FSvp3fspPoUAAFFO,6,3,FR59R1804384
0.63,0.47,7.00,-10.84,0.00,0.03,0.70,0.01,0.09,0.41,103.99,4KWWFFem9tvduf3FUq1HXR,173654,4,Абдзахэ зек1о орэд - Абадзехская походная,Аслан Тлебзу,2018-06-19,43270,9,Freedom,5cGxn5mQM1wdid76oP5bjf,14,7,FR2X41896358
0.72,0.83,6.00,-5.37,0.00,0.04,0.06,0.00,0.19,0.67,120.02,7n8Eax1dy1CwYFHsAyG12E,204069,4,Мои мечты,Ислам Мальсуйгенов,2018-06-05,43256,0,Мои мечты,5USczc4Ob1LFu7Xl01HDZr,1,1,FR2X41878265
