danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,duration_ms,time_signature,track_name,artist_name,release_date,release_date_num,track_popularity,album_name,artist_id,total_tracks,track_number,tracks_external_id
0.41,0.43,10.00,-8.11,1.00,0.03,0.79,0.00,0.08,0.30,77.13,1qiZQpzzqWngImPLpx0M1h,255617,4,Ya Ilahi,Иса Эсамбаев,2017-05-25,42880,3,Поднялась луна на небо,5Ix4euQdAHe3HKLq2lghNp,10,6,FR59R1713319
0.80,0.86,8.00,-6.67,0.00,0.03,0.04,0.00,0.08,0.94,97.99,1fILflsbdFnCmfKlL335Z9,259030,4,Душа бандита,Мурат Тхагалегов,2017-05-23,42878,34,Звезда востока,5maQ7xVuYI2948CcOq6Q4O,13,2,FR2X41787607
0.34,0.57,1.00,-9.35,1.00,0.05,0.49,0.00,0.10,0.56,130.01,25lk4vXlQeu7XAVPai999s,238681,4,Теша хьо,Ильяс Аюбов,2017-05-09,42864,9,Теша хьо,2rLyjqMXDzNVvu6ue6KhpY,18,2,GBLPF0125302
0.69,0.82,5.00,-2.87,1.00,0.04,0.39,0.00,0.33,0.68,84.93,4r1MoZNoMKIOEw91C6U8EG,279484,4,Нелюбовь,Ольга Баскаева,2017-05-02,42857,1,Нелюбовь,0raBd7Gvhe40Dziyq4c2A8,6,3,FR2X41753101
0.66,0.98,1.00,-1.68,1.00,0.13,0.02,0.00,0.06,0.84,104.99,3nRHB6H2ya6Sl1WPTgbEVS,270054,4,Ма хаза йоьду зама,Тамара Адамова,2017-04-29,42854,8,Полный сборник песен,7joL5GVzAzRxE3Pz2DHDes,53,46,GBLPF0098942
0.53,0.98,2.00,-5.04,0.00,0.07,0.05,0.00,0.37,0.82,124.13,3aqSb1P904sZ7ZYvpyw9Rq,291348,4,Безаман хаза йоза,Тамара Адамова,2017-04-29,42854,0,Полный сборник песен,7joL5GVzAzRxE3Pz2DHDes,53,17,GBLPF0098918
0.67,0.52,9.00,-5.31,0.00,0.03,0.46,0.00,0.16,0.36,140.05,0gcUqZWDQ6YnAHT10he4X8,181714,4,Сбереги любовь,Sergey Zeynalyan,2017-04-28,42853,0,Сбереги любовь,5Em2l99yu4d5XIFv3jX9V1,1,1,FR2X41769068
0.66,0.98,0.00,-3.13,1.00,0.11,0.00,0.00,0.27,0.87,117.98,2ZMhgTWbCx4an2lXlCbtMp,227797,4,Дагестан,Сабина Абдуллаева,2017-04-28,42853,1,Сила любви,7aJdhiEnp0RuC8CDjC8D9b,19,4,FR2X41769052
0.71,0.56,0.00,-9.83,1.00,0.03,0.18,0.00,0.12,0.53,129.99,1R1oThlUuhn62zcu0fxCJ3,256615,4,Не плачь,ЭGO,2017-04-25,42850,20,У руля,6z0RqMOlBhJ1zgjcN5bw6d,12,12,FR2X41754118
0.73,0.83,10.00,-4.24,0.00,0.06,0.01,0.00,0.09,0.79,126.01,62gg9MIH1tJneyHPPVHjkv,256993,4,Дышу тобой,Ханчик,2017-04-22,42847,4,Нежная,7gem7Ml9I9KiidiUnEgUz2,25,3,QM4TX1795961
0.68,0.75,4.00,-10.04,0.00,0.04,0.33,0.00,0.32,0.93,169.98,5Lad7vdb5VT8w0zMAa4Awg,202004,4,Так загадано было судьбой,Альбина Царикаева,2017-04-11,42836,2,Так загадано было судьбой,2oRIrUEi5tyz7IAxVUTl0U,1,1,FR2X41745982
0.70,0.85,3.00,-4.89,0.00,0.05,0.02,0.00,0.37,0.75,100.00,1eFNEvYLddKhCrDkZQrqaD,242400,4,На краю Земли,Ханчик,2017-04-11,42836,17,На краю Земли,7gem7Ml9I9KiidiUnEgUz2,1,1,RUA1D1705768
0.77,0.89,0.00,-4.45,0.00,0.13,0.33,0.00,0.23,0.96,102.80,5wRfwkdt8rI8CbPoFPqSMd,228232,3,EL OV-EL OV (Кто же),ARTEM ARTI,2017-04-01,42826,0,"Нежная, милая",5Ek4k01A2XfrOz67u6AMpM,4,1,FR2X41741738
0.73,0.83,11.00,-3.72,0.00,0.04,0.10,0.00,0.33,0.66,118.99,2xM5dOWdSLo326JcK5L0kV,249076,4,Я не буду говорить ей,Магамед Алмазов,2017-04-01,42826,1,С букетом белых роз,0iPmQs5GxwTFHzvW9X9IlJ,6,6,FR2X41741822
0.49,0.89,2.00,-4.63,0.00,0.05,0.00,0.00,0.08,0.77,134.03,23mhd6v3woJwzDSJSIAMjB,356333,4,С букетом белых роз,Магамед Алмазов,2017-04-01,42826,1,С букетом белых роз,0iPmQs5GxwTFHzvW9X9IlJ,6,2,FR2X41741818
0.77,0.92,4.00,-3.81,0.00,0.24,0.14,0.00,0.41,0.86,105.01,3CcXRg2F8y4sVUszDvQuLl,219481,4,Даймохкахь,Ильяс Эбиев,2017-03-23,42817,3,Новые хиты 2017,4svGNpqWMIHKz2enzQzEMF,5,3,GBLPF0118015
0.55,0.69,4.00,-5.83,0.00,0.08,0.17,0.00,0.12,0.60,149.93,2BzeIxgFONazmxmEr7TXpt,275185,4,Я люблю,Хусейн Расаев,2017-03-09,42803,0,Полный сборник песен,5JqQoiFfA877tjqAyAbgEb,62,10,GBLPF0115516
0.56,0.68,8.00,-5.98,1.00,0.04,0.36,0.00,0.09,0.43,129.91,5K8ckcsqUx3ZaouNGyJxGm,303661,4,Es Axjike Gija,Saro Tovmasyan,2017-03-02,42796,14,Es Axjike Gija,6EQiiQ8GIF3taHqIVGns5D,1,1,FR96X1811878
0.66,0.81,5.00,-6.33,0.00,0.04,0.04,0.00,0.06,0.66,124.95,629Iw2gUl778y7FpQ7aEkk,263563,4,Хьо са безам бу (Ты моя любовь),Астемир Апанасов,2017-02-28,42794,9,Хьо са безам бу (Ты моя любовь),2UxPhPElyhckjpncZ8YgRy,1,1,TCACY1751708
0.69,0.97,11.00,-3.85,0.00,0.09,0.02,0.00,0.47,0.81,128.02,7iR2rXVXcv6jmuxskiSphy,257813,4,Как я любил тебя,Авет Маркарян,2017-01-22,42757,17,Любовь и сон,5x6B1WXZ7erI0ZNGF8Uaes,13,5,FR10S1741629
0.67,0.90,11.00,-4.53,0.00,0.05,0.28,0.00,0.34,0.73,90.07,2kRgdCpOJ4NrkQInzymO3L,189231,4,Модница,Авет Маркарян,2017-01-22,42757,13,Любовь и сон,5x6B1WXZ7erI0ZNGF8Uaes,13,11,FR10S1741635
0.41,0.86,11.00,-4.71,0.00,0.08,0.76,0.00,0.10,0.85,186.05,0PdlM1lrIH3A2ub3kTQdJw,257019,4,Честь,Ризавди Исмаилов,2017-01-18,42753,13,Нохчи Эшарш,49zJvztxHSKOq9iogruH5b,20,1,GBLPF0110457
0.72,0.81,1.00,-2.66,0.00,0.03,0.19,0.00,0.18,0.80,120.99,4LvbI996a2BEF9FXXtbq4J,288861,4,Мама,Зарина Тилидзе,2017-01-01,42736,18,Мама,4lTeKYVkNzPng0avUiu8Po,1,1,RUA1D1812953
0.52,0.63,8.00,-5.82,0.00,0.05,0.83,0.00,0.15,0.35,143.70,3N4rtHkr7Kv5LwKSGAb83F,254167,4,Моя невеста,ARTEM ARTI,2016-12-26,42730,9,Моя невеста,5Ek4k01A2XfrOz67u6AMpM,1,1,FRX201662371
0.76,0.98,9.00,-3.55,0.00,0.06,0.07,0.00,0.33,0.95,132.05,3nLwoDMMUt2zYIk4Gsa81E,230424,4,Счастливы вместе,Лина Ярикова,2016-12-16,42720,0,Счастливы вместе,4AT38i1Hf7wqQLVjcf1HrY,5,1,FRX201648745
0.59,0.49,7.00,-8.23,0.00,0.05,0.80,0.00,0.15,0.97,128.97,7HnUCLXaqWxrggfNX8kW3Z,115513,4,Чечня,Тамара Дадашева,2016-12-02,42706,0,Звезда счастья,0UomUj7mlFAijRj6PrwopR,26,26,FRX201607737
0.72,0.66,5.00,-4.66,0.00,0.19,0.04,0.00,0.05,0.72,92.23,0UGcud3UdXuSBPzAqB6WsC,217989,4,Белая птица,Руслана Собиева,2016-12-01,42705,0,Белая птица,6nWZOozm0Ac1o627NG6OgN,1,1,FRX201610658
0.68,0.94,4.00,-5.19,0.00,0.18,0.07,0.00,0.07,0.90,115.92,5tJQ7XiAKQCXFbB3dWZhWv,276848,4,Карачай,Разные исполнители,2016-11-05,42679,0,"Caucasian Hit, Vol. 4",0LyfQWJT6nXafLPZqxe9Of,21,13,FR6V81985293
0.59,0.86,10.00,-4.43,0.00,0.04,0.19,0.00,0.39,0.69,150.03,0m9N3rZiKPrR8z7Zr5lco1,218384,5,Пиковая дама,Магамет Дзыбов,2016-11-01,42675,22,Пиковая дама,2E8f68sEr0xCkFTAKGFCIf,12,5,FR6V82446106
0.76,0.78,0.00,-8.19,0.00,0.09,0.08,0.00,0.10,0.87,92.03,4i3U6So5D5Jdx0UEVSu7qp,260040,4,Было мало нам,ЭGO,2016-10-28,42671,21,Не со мной,6z0RqMOlBhJ1zgjcN5bw6d,17,17,FR96X1650091
0.54,0.44,9.00,-11.51,0.00,0.02,0.42,0.00,0.09,0.37,97.52,1IkWKgE7ylNTQ80EQvoSNk,325225,3,Не со мной,ЭGO,2016-10-28,42671,23,Не со мной,6z0RqMOlBhJ1zgjcN5bw6d,17,16,FR96X1650090
0.72,0.37,8.00,-12.64,0.00,0.27,0.74,0.00,0.09,0.46,155.91,5HMa7hpx2sNB1LSiS1ItP3,213630,4,Разве ты не знаешь,ЭGO,2016-10-28,42671,30,Не со мной,6z0RqMOlBhJ1zgjcN5bw6d,17,7,FR96X1650081
0.60,0.47,8.00,-11.04,1.00,0.16,0.20,0.00,0.07,0.57,170.10,4xuE6jb7iUaIoJ4A4hUEZ9,330432,4,Скучаю,ЭGO,2016-10-28,42671,22,Не со мной,6z0RqMOlBhJ1zgjcN5bw6d,17,1,FR96X1650075
0.59,0.67,8.00,-9.79,0.00,0.38,0.51,0.00,0.07,0.51,90.37,6mT0oVgMWL9tnyepsDIfKA,345072,4,Последнее признание,ЭGO,2016-10-28,42671,19,Не со мной,6z0RqMOlBhJ1zgjcN5bw6d,17,13,FR96X1650087
0.69,0.44,4.00,-10.79,0.00,0.12,0.30,0.00,0.12,0.44,87.00,2vOFLEnQ371NEOgtYZf0bN,223706,4,Иду на дно,ЭGO,2016-10-28,42671,18,Не со мной,6z0RqMOlBhJ1zgjcN5bw6d,17,11,FR96X1650085
0.80,0.75,0.00,-8.48,1.00,0.30,0.07,0.00,0.12,0.87,100.01,505v5pqPxTcsYKrloEbnFM,208797,4,Даймехкан аз,Хеда Хамзатова,2016-10-20,42663,6,Сборник лучших песен 2016,0xnpYJ7FZbljlcg5ehq2XF,12,11,GBLPF0099966
0.49,0.89,9.00,-6.01,1.00,0.13,0.48,0.00,0.05,0.38,111.95,0vA8CU6YAZ52qlxX6JVh3E,243521,4,Хьол хаза. хьол аьозда,Хеда Хамзатова,2016-10-20,42663,8,Сборник лучших песен 2016,0xnpYJ7FZbljlcg5ehq2XF,12,3,GBLPF0099962
0.70,0.73,7.00,-7.51,0.00,0.06,0.14,0.00,0.13,0.64,89.99,6L16qAyyorBGBpS9792RTq,188529,4,Не отдам тебя никому,Рамазан Кайтмесов,2016-10-10,42653,3,Не отдам тебя никому,3nsutEvmLWZaI7aJsRX1xE,26,1,FR6V81954880
0.72,0.95,4.00,-5.05,0.00,0.06,0.23,0.00,0.16,0.97,119.97,5iGO20BSUf8wNDYOEiLxaB,199105,4,Колорадский жук,Рамазан Кайтмесов,2016-10-10,42653,0,Не отдам тебя никому,3nsutEvmLWZaI7aJsRX1xE,26,22,FR96X1617367
0.66,0.83,0.00,-7.62,1.00,0.04,0.01,0.00,0.17,0.70,125.04,47mpc9l53gqrQhH4meiWCx,251729,4,Тишина,Альви,2016-10-06,42649,1,Тишина,4vW3cKulfzmd4LohnA3sQB,23,23,FR6V82511922
0.76,0.49,0.00,-5.26,0.00,0.08,0.84,0.00,0.11,0.54,99.86,6yc6eLttQC9pdhN6Xn4f9I,141740,4,Курильщикам трудно,Заур Магомадов,2016-10-04,42647,11,Чеченские барды,5sNoVikNyCJLSF7eXFCuRU,37,13,GBLPF0098175
0.53,0.59,4.00,-4.04,1.00,0.03,0.71,0.00,0.14,0.22,97.97,27KmEa97jO89qD8uYRnDOq,218201,4,Судили девушку одну,Заур Магомадов,2016-10-04,42647,1,Чеченские барды,5sNoVikNyCJLSF7eXFCuRU,37,9,GBLPF0098180
0.69,0.35,9.00,-8.11,0.00,0.11,0.86,0.00,0.12,0.46,120.65,7irXAhX9iQss7yizIvsS8i,121443,4,За Хасана,Заур Магомадов,2016-10-04,42647,1,Чеченские барды,5sNoVikNyCJLSF7eXFCuRU,37,19,GBLPF0098476
0.80,0.89,2.00,-8.05,0.00,0.09,0.35,0.05,0.26,0.96,120.00,5ReGlxbl0oD19Lbb80dj33,176144,4,Хутмат,Турпал Абдулкеримов,2016-10-04,42647,1,Баркалла,1Q1F7ZFgdLBopNStUaxsC5,8,4,GBLPF0098076
0.71,0.95,7.00,-5.32,0.00,0.28,0.02,0.00,0.05,0.84,120.06,7bqNAVMMR3JmaSyTAFBiuI,214779,4,Мой Нанак,Тамила Сагаипова,2016-10-03,42646,26,Альбом 3,1CCJZYieKyWtndqEFJRYiB,8,8,GBLPF0098174
0.59,0.95,2.00,-6.00,0.00,0.04,0.22,0.00,0.12,0.89,145.97,0aVgRsRM7m6SUyjLc1IhI2,256418,4,Теша соьх,Тамила Сагаипова,2016-10-03,42646,5,Dance Lezginka,1CCJZYieKyWtndqEFJRYiB,8,4,GBLPF0098040
0.45,0.81,0.00,-9.37,1.00,0.20,0.34,0.00,0.68,0.85,104.56,40Fs3IklrFvoJE4sIGS5Yt,183264,4,В горах Кавказа,Тамила Сагаипова,2016-10-03,42646,2,Альбом 3,1CCJZYieKyWtndqEFJRYiB,8,7,GBLPF0097980
0.75,0.84,9.00,-4.24,0.00,0.33,0.21,0.00,0.22,0.86,180.03,2yJmVNFxPYklP5X12I1wW0,160008,3,Мадина,Турпал Абдулкеримов,2016-10-03,42646,22,Caucas Pop 2016,1Q1F7ZFgdLBopNStUaxsC5,7,1,GBLPF0098041
0.91,0.64,2.00,-7.38,0.00,0.04,0.06,0.00,0.11,0.60,99.99,77YBSOdnbldojA3cpUl0FN,307278,4,Друг,Турпал Абдулкеримов,2016-10-03,42646,15,Caucas Pop 2016,1Q1F7ZFgdLBopNStUaxsC5,7,3,GBLPF0098048
0.71,0.74,9.00,-6.69,0.00,0.03,0.47,0.00,0.16,0.68,120.03,5FR4VvGZqREKlF4rjYEl8n,184085,4,Буьйса,Турпал Абдулкеримов,2016-10-03,42646,1,Caucas Pop 2016,1Q1F7ZFgdLBopNStUaxsC5,7,7,GBLPF0098045
0.60,0.89,1.00,-4.32,0.00,0.04,0.53,0.10,0.79,0.66,146.00,7gLXxbjPEFW1PxumQECzs0,238080,4,Armenia,Tata Simonyan,2016-09-07,42620,6,Солнечная Армения 1,1cSJlOC1UopP3he6PqDIik,15,1,RUA640905455
0.47,0.85,1.00,-6.15,1.00,0.04,0.54,0.00,0.22,0.96,180.10,776q3cwA6CiIuhk4x5hvMb,194987,3,Mnam Mnam,Hayk Ghevondyan,2016-09-07,42620,2,Моя Армения 1,69ieBr7kNiz7ZMoBq6dfzf,14,9,RUA640905569
0.65,0.42,10.00,-11.48,1.00,0.03,0.81,0.00,0.08,0.11,142.08,34qNIQMu41F8ddFCEgzzIN,210000,4,Балую,Fedos,2016-09-01,42614,2,Балую,1cwDMBhtFuKlqsVuPs8MgO,10,2,FR2X41400243
0.78,0.73,0.00,-6.98,0.00,0.06,0.40,0.00,0.12,0.43,99.99,0Sf65vYuSAmlcUfOlDy4Sj,204885,4,Я скучаю по тебе,Fedos,2016-09-01,42614,0,Балую,1cwDMBhtFuKlqsVuPs8MgO,10,5,FR59R1661131
0.55,0.98,7.00,-1.95,1.00,0.26,0.06,0.00,0.10,0.80,199.96,3n2FJvO5Dun2Pca6qTwKlS,223767,4,На танцах,Айна Гетагазова,2016-08-29,42611,1,Ингушетия,3s2Yxppjz0RFnzkxJHR1EF,16,8,RUA640904736
0.71,0.76,9.00,-7.54,0.00,0.05,0.74,0.00,0.10,0.56,95.00,2Cg6t5OzGyJRy4nAMyxz7L,268051,4,Птица счастья,Айна Гетагазова,2016-08-29,42611,0,Ретро,3s2Yxppjz0RFnzkxJHR1EF,12,11,RUA640904727
0.78,0.74,11.00,-6.87,1.00,0.04,0.00,0.00,0.08,0.44,115.00,5Job3qBZrkusubjx8Vwk6M,310988,4,Вспоминаю,Аслан Кятов,2016-08-16,42598,17,Одиночество,5WLACj4UUMslTGZzxrNJQt,10,9,FR59R1643854
0.56,0.29,2.00,-11.49,0.00,0.04,0.49,0.00,0.09,0.27,140.20,30zOT1hfoKHkJYPogyt2KF,248561,4,Не изменить судьбу,Sergey Zeynalyan,2016-07-29,42580,3,Не изменить судьбу,5Em2l99yu4d5XIFv3jX9V1,1,1,FR59R1632218
0.70,0.93,1.00,-3.21,0.00,0.03,0.03,0.00,0.19,0.70,110.01,63OhTECZiHVyLZi22VnIvp,252000,4,Самый нежный,Фатима,2016-07-15,42566,7,За своей мечтой,0rXYWElWu1Y39ePO3u9wXL,14,9,FR59R1616142
0.82,0.91,6.00,-2.94,0.00,0.14,0.30,0.00,0.03,0.90,130.02,0vp6llh228nz0q7NSCy05Y,249346,4,Счастье моё,Фатима,2016-07-15,42566,0,За своей мечтой,0rXYWElWu1Y39ePO3u9wXL,14,7,FR59R1616140
0.80,0.88,6.00,-4.22,0.00,0.11,0.20,0.00,0.41,0.95,120.04,26jNzrmqOwM7oq1WsJJJut,248059,4,Сердце знает,Фатима,2016-07-15,42566,0,За своей мечтой,0rXYWElWu1Y39ePO3u9wXL,14,10,FR59R1616143
0.66,0.78,6.00,-8.66,0.00,0.04,0.03,0.00,0.04,0.84,101.23,1Qmds48QmRx2f1qsz0TWPt,295024,3,Yerevan,Tata Simonyan,2016-07-14,42565,13,"Andzrev e Ekel, Vol. 6",1cSJlOC1UopP3he6PqDIik,9,1,RUA640904608
0.75,0.95,0.00,-2.55,1.00,0.11,0.19,0.00,0.34,0.84,111.97,3y8tkErjtE5mwzIRpa6fuH,238021,4,Наш Кавказ,Айшат Айсаева,2016-07-12,42563,19,Северный Кавказ,5PhFbqncLkeMeJnA71Ztqe,14,7,FR59R1609187
0.59,0.99,0.00,-3.61,1.00,0.08,0.00,0.00,0.33,0.85,95.01,5nEw5QdEFMfeJ1dXLNMVXC,227368,3,Акушинка,Айшат Айсаева,2016-07-12,42563,1,Северный Кавказ,5PhFbqncLkeMeJnA71Ztqe,14,9,FR59R1609189
0.65,0.96,0.00,-1.83,1.00,0.28,0.36,0.00,0.04,0.92,200.09,01RgQWe4fENkTwWkfZBEwr,292100,4,Любовная ссора,Айшат Айсаева,2016-07-12,42563,1,Северный Кавказ,5PhFbqncLkeMeJnA71Ztqe,14,2,FR59R1609182
0.78,0.74,7.00,-10.28,0.00,0.07,0.16,0.00,0.50,0.87,118.00,1etucTl6TjsE8xuKORNfvQ,343792,4,Чёрные глаза,Айдамир Мугу,2016-06-08,42529,43,Чёрные глаза,0NFPX1PX5EeOtPhUUbWAwW,9,1,FR2X41669604
0.82,0.81,0.00,-13.16,0.00,0.04,0.02,0.00,0.35,0.93,127.18,5o8mlB96oiOHDrA2oA4IIT,222929,4,Есть красивая,Айдамир Мугу,2016-06-08,42529,22,Чёрные глаза,0NFPX1PX5EeOtPhUUbWAwW,9,3,FR2X41669606
0.72,0.81,7.00,-11.16,0.00,0.10,0.18,0.00,0.26,0.20,124.93,5zJl13ye2xskRrZBx5MW6B,226691,4,Кавказ,Айдамир Мугу,2016-06-08,42529,11,Чёрные глаза,0NFPX1PX5EeOtPhUUbWAwW,9,6,FR2X41669609
0.66,0.80,5.00,-4.65,0.00,0.18,0.17,0.00,0.11,0.93,90.02,5lrQ17pxu7sZdvHcjtmteJ,212193,4,Адыгэ пщащэ,Черим Нахушев,2016-06-08,42529,15,Гугъэм гъащlэ къызетыж,75Km0gTiyBrny6xcQe9I3f,16,16,FR2X41686943
0.70,0.84,10.00,-6.77,0.00,0.22,0.02,0.00,0.38,0.83,110.03,0BgkwAZ57v6eimR0JaQdTO,177032,4,Приора,Алик Герман,2016-06-01,42522,0,Мечтаю о тебе,3f0F0E85kULI9SUJB0y857,9,5,FR2X41669026
0.69,0.87,11.00,-5.49,1.00,0.24,0.02,0.32,0.29,0.92,188.00,7An5bc00MHMsoiKYlNwpQx,163625,4,Ингушская шуточная,Амур Успаев,2016-05-27,42517,17,Суперлезгинка,550ELaYuV1dnuJUbFAJ41i,11,6,FR6V81947050
0.78,0.88,2.00,-5.39,0.00,0.05,0.06,0.10,0.05,0.96,104.98,4FwSOZXoCDm6sIzIfOj9d8,179026,4,Гимн дикой дивизии,Амур Успаев,2016-05-27,42517,2,Суперлезгинка,550ELaYuV1dnuJUbFAJ41i,11,3,FR2X41670348
0.71,0.82,4.00,-8.85,0.00,0.06,0.07,0.00,0.07,0.66,100.04,42XIsxflr3kGeX0ExL4HGs,294818,4,Дари-дури,Амур Успаев,2016-05-27,42517,3,Суперлезгинка,550ELaYuV1dnuJUbFAJ41i,11,5,FR2X41670349
0.82,0.77,2.00,-5.12,1.00,0.06,0.12,0.00,0.11,0.73,102.99,3eS7lhQTYw1SDrgw9wO7M7,180583,4,Сеньорита,Karen Туз,2016-05-26,42516,33,Ты именно та,4BFqXZmGEUg6fsnnoPNYN2,25,6,TCACO1672111
0.54,0.55,7.00,-7.07,0.00,0.03,0.79,0.00,0.11,0.45,168.07,14KVP5qtCFdQVS33237C3a,272143,4,Тишина,Эльбрус Джанмирзоев,2016-05-20,42510,20,Бродяга,4bnu8BeqS4NtzlJ006evSr,21,11,RUB421600531
0.84,0.94,6.00,-1.94,1.00,0.04,0.11,0.00,0.06,0.98,93.00,53yneuRwAgbLkFkaJkmAZR,196788,4,Только не бойся,Эльбрус Джанмирзоев,2016-05-20,42510,28,Бродяга,4bnu8BeqS4NtzlJ006evSr,21,2,RUB421600523
0.76,0.93,8.00,-3.08,0.00,0.32,0.32,0.00,0.33,0.96,180.04,6vxVcSs2J7TTfdrHxPMztr,245333,4,Бродяга (feat. Alexandros Tsopozidis),Эльбрус Джанмирзоев,2016-05-20,42510,40,Бродяга,4bnu8BeqS4NtzlJ006evSr,21,1,RUB421401456
0.57,0.85,0.00,-5.61,0.00,0.08,0.13,0.00,0.43,0.63,74.88,51biwoL9UY7gMswEXIayYi,165433,4,Каспийское море,Вахид Аюбов,2016-05-06,42496,2,Деги Езар,4VqgOlYbeq9AR3FYE5rE2j,9,6,FR2X41634126
0.63,0.72,1.00,-8.08,1.00,0.06,0.05,0.00,0.58,0.14,90.00,2zn4aWJpX7lgOrKdOTTZzR,277316,4,Выселение,Вахид Аюбов,2016-05-06,42496,7,Деги Езар,4VqgOlYbeq9AR3FYE5rE2j,9,5,FR2X41634125
0.71,0.77,8.00,-7.96,1.00,0.04,0.16,0.00,0.10,0.38,112.06,2SGljqkVoyNkToPR98G84d,280633,4,Исцеление,Вахид Аюбов,2016-05-06,42496,5,Деги Езар,4VqgOlYbeq9AR3FYE5rE2j,9,8,FR2X41634128
0.69,0.91,0.00,-6.50,1.00,0.06,0.07,0.33,0.19,0.78,93.00,6fzuiGMLBAQxKVeFbWRXsC,228009,4,Хьэчым и къафэ,Черим Нахушев,2016-04-25,42485,10,Рассвет,75Km0gTiyBrny6xcQe9I3f,16,16,FR2X41629783
